,subject,spam
0,"['friend', 'xcomma', 'copy', 'any', 'dvd', 'or', 'playstation', 'game', 'with', 'this', 'software', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot']",1
1,"['xpercent', 'guaranteed', 'for', 'eight', 'years']",1
2,"['congratulations', 'xclaim', 'you', 'get', 'a', 'free', 'handheld', 'organizer', 'xclaim']",1
3,"['one', 'of', 'a', 'kind', 'money', 'maker', 'xclaim', 'try', 'it', 'for', 'free', 'xclaim']",1
4,"['online', 'doctors', 'will', 'fill', 'your', 'viagra', 'prescription', 'now', 'xclaim', 'xclaim', 'xclaim', 'qeeb']",1
5,"['take', 'your', 'marketing', 'to', 'the', 'next', 'level']",1
6,"['one', 'sale', 'xhyphen', 'three', 'commission', 'streams']",1
7,"['find', 'peace', 'xcomma', 'harmony', 'xcomma', 'tranquility', 'xcomma', 'and', 'happiness', 'right', 'now', 'xclaim']",1
8,"['adv', 'xcomma', 'extended', 'auto', 'warranties', 'here', 'undoc']",1
9,"['definitely', 'the', 'answer', 'many', 'have', 'been', 'waiting', 'for', 'xclaim', 'xclaim']",1
10,"['save', 'xdollar', 'xcomma', 'maybe', 'xdollar', 'xcomma', 'xdigit', 'with', 'no', 'lender', 'fees', 'xdot', 'click', 'here', 'xclaim']",1
11,"['get', 'the', 'computer', 'skills', 'you', 'need', 'xhyphen', 'free']",1
12,"['xlsquareb', 'wm', 'xrsquareb', 'ceviri', 'yazilimlari']",1
13,"['let', 'me', 'know', 'what', 'you', 'think', 'xclaim', 'xdigit']",1
14,"['international', 'calls', 'for', 'only', 'xdigit', 'cents', 'per', 'minute', 'with', 'no', 'subscription']",1
15,"['garden', 'ornaments', 'xpipe', 'ppu']",1
16,"['a', 'marketplace', 'where', 'lenders', 'compete', 'for', 'your', 'business', 'lfhlxhu']",1
17,"['cheap', 'fags']",1
18,"['hey', 'xcomma', 'rates', 'are', 'low', 'xdot', 'what', 'are', 'you', 'waiting', 'for', 'xquestionm']",1
19,"['one', 'of', 'a', 'kind', 'money', 'maker', 'xclaim', 'try', 'it', 'for', 'free', 'xclaim']",1
20,"['xequal', 'xquestionm', 'iso', 'xhyphen', 'xdigit', 'xhyphen', 'jp', 'xquestionm', 'b', 'xquestionm', 'xexotic', 'xquestionm', 'xequal']",1
21,"['xlsquareb', 'ilug', 'xhyphen', 'social', 'xrsquareb', 'lose', 'xdigit', 'xdot', 'xexotic', 'in', 'xdigit', 'weeks', 'xclaim']",1
22,"['outstanding', 'opportunities', 'for', 'xquote', 'premier', 'producers', 'xquote']",1
23,"['re', 'xcomma', 'girls']",1
24,"['attn', 'xcomma', 'targeted', 'email', 'addresses']",1
25,"['your', 'ebay', 'account', 'is', 'about', 'to', 'expire', 'xclaim']",1
26,"['xequal', 'xquestionm', 'iso', 'xhyphen', 'xdigit', 'xhyphen', 'jp', 'xquestionm', 'b', 'xquestionm', 'xexotic', 'xquestionm', 'xequal']",1
27,"['act', 'now', 'xhyphen', 'reach', 'hundreds', 'of', 'prospects']",1
28,['relationship'],1
29,"['re', 'xcomma', 'protect', 'your', 'computer', 'xcomma', 'you', 'need', 'systemworks', 'xclaim', 'coxr']",1
30,"['one', 'of', 'a', 'kind', 'money', 'maker', 'xclaim', 'try', 'it', 'for', 'free', 'xclaim']",1
31,"['neu', 'im', 'handel', 'xclaim', 'xexotic', 'xhyphen', 'ausgabe', 'nr', 'xdot', 'xdigit']",1
32,"['fbi', 'xampersand', 'irs', 'seized', 'goods', 'at', 'xpercent', 'off', 'xclaim', 'police', 'auctions', 'xclaim']",1
33,"['re', 'xcomma', 'important', 'information', 'concerning', 'your', 'bank', 'account']",1
34,"['xlsquareb', 'ilug', 'xhyphen', 'social', 'xrsquareb', 'poker', 'for', 'money', 'againts', 'real', 'players']",1
35,"['xclaim', 'gorgeous', 'xcomma', 'custom', 'websites', 'xhyphen', 'xdollar', 'complete', 'xclaim', 'xlbracket', 'xexotic', 'xhyphen', 'xexotic', 'xrbracket']",1
36,"['wives', 'and', 'girlfriends', 'cheating', 'and', 'whoring', 'around']",1
37,"['ou', 'wei', 'lighting', 'xcomma', 'nights', 'will', 'be', 'lightening', 'xclaim']",1
38,"['the', 'best', 'possible', 'mortgage']",1
39,"['xlsquareb', 'ilug', 'xrsquareb', 're', 'xcomma', 'this', 'is', 'no', 'joke', 'xclaim', 'speed', 'up', 'your', 'cpu', 'for', 'under', 'xdollar', 'xclaim']",1
40,"['re', 'xcomma', 'here', 'is', 'your', 'free', 'access']",1
41,"['xdigit', 'cd', 'package', 'xcomma', 'xdigit', 'million', 'email', 'addresses', 'xplus', 'xdigit', 'xdot', 'xdigit', 'mil', 'fax', 'numbers', 'xdollar', 'xdot', 'xdigit']",1
42,"['you', 'can', 'watch', 'me']",1
43,"['up', 'to', 'xdollar', 'xcomma', 'xdigit', 'xdot', 'xdigit', 'part', 'time', 'xdigit']",1
44,"['let', 'us', 'find', 'the', 'right', 'mortgage', 'lender', 'for', 'you', 'afpe']",1
45,"['home', 'reps', 'wanted', 'xhyphen', 'fortune', 'xdigit', 'comp', 'hiring']",1
46,"['msnbc', 'xcomma', 'rates', 'hit', 'xdigit', 'year', 'low', 'xdigit', 'xdot', 'xpercent', 'xdot', 'xdot', 'xdot', 'xdigit']",1
47,"['re', 'xcomma', 'adult', 'classifieds']",1
48,"['term', 'insurance', 'is', 'out']",1
49,"['get', 'in', 'at', 'the', 'top', 'xclaim']",1
50,"['get', 'xdollar', 'free', 'xhyphen', 'beat', 'the', 'house', 'at', 'royal', 'vegas', 'xclaim']",1
51,"['help', 'wanted', 'xdot', 'work', 'from', 'home', 'reps', 'xdot']",1
52,"['sps', 'se', 'odrekao', 'slobodana', 'milosevica']",1
53,"['re', 'xcomma', 'want', 'to', 'go', 'on', 'a', 'date', 'xquestionm']",1
54,"['industry', 'forum', 'xhash', 'xdigit']",1
55,"['get', 'out', 'of', 'debt', 'quick', 'xclaim', 'xexotic', 'xhyphen', 'xexotic', 'xhyphen', 'xdigit', 'xhyphen', 'xdigit']",1
56,"['dont', 'waste', 'your', 'time', 'xclaim', 'xclaim', 'xclaim', 'why', 'xquestionm']",1
57,"['powerball', 'results', 'saturday', 'september', 'xdigit', 'xcomma', 'xdigit', 'estimated', 'jackpot', 'xdollar', 'million']",1
58,"['make', 'money', 'giving', 'away', 'free', 'stuff', 'xclaim']",1
59,"['anticaipting', 'to', 'hearing', 'from', 'you', 'soon', 'xdot']",1
60,"['everybody', 'gets', 'paid', 'xhyphen', 'no', 'recruiting', 'needed']",1
61,"['low', 'price', 'tobacco']",1
62,"['cigarettes', 'wholesale', 'xclaim', 'hywwzzlzd']",1
63,"['introducing', 'chase', 'platinum', 'for', 'students', 'with', 'a', 'xpercent', 'introductory', 'apr']",1
64,"['mothers', 'you', 'want', 'to', 'fuck']",1
65,"['newsletter', 'xexotic', 'xhyphen', 'septembre', 'xdigit']",1
66,"['pics', 'for', 'you']",1
67,"['boost', 'your', 'cell', 'signal', 'xdot', 'xdot', 'xdot', 'xdigit']",1
68,"['xlsquareb', 'ilug', 'xrsquareb', 'create', 'a', 'paycheck', 'with', 'your', 'computer', 'and', 'enjoy', 'cheap', 'isp', 'xampersand', 'shopping', 'discount', 'xdot']",1
69,"['friend', 'xcomma', 'instantly', 'copy', 'any', 'dvd', 'or', 'playstation', 'game', 'with', 'this', 'software', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot']",1
70,"['partnership', 'xdot']",1
71,"['we', 'build', 'the', 'internet', 'xdot', 'webxperts', 'xdot', 'com', 'xlbracket', 'design', 'xslash', 'programming', 'xslash', 'consultation', 'xrbracket']",1
72,"['urgent', 'business', 'assistance', 'xdot']",1
73,"['xlsquareb', 'ilug', 'xrsquareb', 'discount', 'fags']",1
74,"['xlsquareb', 'ilug', 'xrsquareb', 'ilug', 'xcomma', 'bigger', 'xcomma', 'fuller', 'breasts', 'naturally', 'in', 'just', 'weeks']",1
75,"['fortune', 'xdigit', 'company', 'hiring', 'xcomma', 'at', 'home', 'reps', 'xdot']",1
76,"['xlsquareb', 'ilug', 'xrsquareb', 'business']",1
77,"['multiply', 'your', 'customer', 'base', 'xclaim']",1
78,"['xlsquareb', 'ilug', 'xhyphen', 'social', 'xrsquareb', 'best', 'replica', 'goods', 'xhyphen', 'best', 'prices']",1
79,"['join', 'the', 'web', 'hottest', 'xampersand', 'fastest', 'growing', 'community', 'xdigit', 'xdot', 'xdigit']",1
80,"['slim', 'factors', 'xhyphen', 'a', 'totally', 'new', 'approach', 'to', 'weight', 'loss']",1
81,"['paperless', 'publishing', 'is', 'here', 'and', 'now']",1
82,"['sps', 'se', 'odrekao', 'slobodana', 'milosevica']",1
83,"['xlsquareb', 'ilug', 'xrsquareb', 're', 'xcomma', 'popular', 'xdot', 'biz', 'and', 'xdot', 'com', 'extensions', 'for', 'only', 'xdollar', 'xdot', 'xdigit']",1
84,"['fw', 'xcomma', 'norton', 'systemworks', 'xdigit', 'final', 'clearance', 'sale', 'xclaim', 'djhl']",1
85,"['financial', 'power', 'you', 'can', 'depend', 'on']",1
86,"['may', 'i', 'have', 'a', 'moment', 'of', 'your', 'time', 'please']",1
87,"['taint', 'xdot', 'org']",1
88,"['funds', 'investment']",1
89,"['re', 'xcomma', 'xexotic', 'xdot', 'com']",1
90,"['shape', 'up', 'for', 'summer', 'now']",1
91,"['remeber', 'me', 'xquestionm']",1
92,"['xdot', 'message', 'report', 'from', 'your', 'contact', 'page', 'xdot', 'xdot', 'xdot', 'xdot', 'xslash', 'xslash', 'xexotic', 'rkq']",1
93,"['market', 'internet', 'access', 'xhyphen', 'no', 'investment', 'needed']",1
94,"['adv', 'xcomma', 'promote', 'your', 'website', 'xclaim']",1
95,"['get', 'the', 'money', 'you', 'need', 'while', 'mortgage', 'rates', 'are', 'down', 'xdot']",1
96,"['ein', 'news', 'xhyphen', 'free', 'trial']",1
97,"['adv', 'xcomma', 'extended', 'auto', 'warranties', 'here', 'iubrq']",1
98,"['claim', 'a', 'free', 'xdollar', 'kmart', 'xlbracket', 'r', 'xrbracket', 'gift', 'card', 'xclaim']",1
99,"['www', 'form', 'submission']",1
100,"['xlsquareb', 'ilug', 'xhyphen', 'social', 'xrsquareb', 'urgent', 'assistant', 'needed']",1
101,"['uk', 'leading', 'pc', 'specialist']",1
102,"['adv', 'xcomma', 'extended', 'auto', 'warranties', 'here', 'aanfh']",1
103,"['play', 'a', 'hilarious', 'phone', 'prank']",1
104,"['your', 'account', 'has', 'been', 'closed', 'xclaim']",1
105,"['business', 'partnership', 'xlbracket', 'urgent', 'xslash', 'confidential', 'xrbracket']",1
106,"['get', 'a', 'free', 'bottle', 'of', 'wine', 'xampersand', 'tasting', 'kit']",1
107,"['welcome', 'to', 'the', 'concept', 'of', 'residual', 'income', 'xclaim']",1
108,"['xexotic', 'xhyphen', 'xhyphen', 'xhyphen', 'xhyphen', 'freak', 'me', 'xhyphen', 'xhyphen', 'xhyphen', 'xhyphen', 'xexotic']",1
109,"['xhyphen', 'xhyphen', 'xhyphen', 'xexotic', 'undervalued', 'company']",1
110,"['please', 'help', 'home', 'entertainment', 'companies', 'with', 'survey', 'xhyphen', 'win', 'a', 'dvr', 'xclaim']",1
111,"['re', 'xcomma', 'domain', 'registration', 'savings']",1
112,"['xlsquareb', 'wm', 'xrsquareb', 'zr', 'dileriz']",1
113,"['zzzz', 'xcomma', 'do', 'we', 'have', 'your', 'money', 'xquestionm']",1
114,"['hosting', 'from', 'xquestionm', 'xdigit', 'xdot', 'xdigit', 'per', 'month']",1
115,"['congratulations', 'on', 'your', 'xdigit', 'new', 'signups']",1
116,"['guaranteed', 'best', 'mortgage', 'rate']",1
117,"['re', 'xcomma', 'systemworks', 'clearance', 'sale', 'xunderscore', 'limited', 'quantities', 'xunderscore', 'only', 'xdollar', 'xdot', 'xdigit', 'tj']",1
118,"['a', 'must', 'have', 'for', 'xquote', 'gadget', 'xquote', 'lovers', 'xdigit', 'xhyphen', 'xdigit']",1
119,"['zzzz', 'xcomma', 'all', 'new', 'xclaim', 'breast', 'enhancement']",1
120,"['attn', 'xcomma', 'protect', 'yourself', 'against', 'harmful', 'viruses', 'xclaim', 'sonlsnaik']",1
121,"['xlsquareb', 'ilug', 'xrsquareb', 'from', 'the', 'desk', 'of', 'xcomma', 'george', 'osawa']",1
122,"['xequal', 'xquestionm', 'gbk', 'xquestionm', 'b', 'xquestionm', 'xexotic', 'xplus', 'xexotic', 'xslash', 'xexotic', 'xslash', 'seo', 'xequal', 'xquestionm', 'xequal']",1
123,"['iiu', 'xdot', 'taint', 'xdot', 'org']",1
124,"['fortune', 'xdigit', 'work', 'at', 'home', 'reps', 'needed', 'xclaim']",1
125,"['vacation', 'time', 'xcomma', 'house', 'need', 'work', 'xcomma', 'behind', 'in', 'bills', 'xquestionm', 'refinance', 'while', 'rates', 'are', 'low']",1
126,"['email', 'marketing']",1
127,"['xlsquareb', 'ilug', 'xrsquareb', 'seeking', 'your', 'partnership']",1
128,"['xlbracket', 'xunderscore', 'xrbracket', 'increase', 'your', 'sales', 'xclaim', 'xclaim', 'xclaim', 'xclaim']",1
129,"['xasterisk', 'xasterisk', 'you', 'are', 'approved', 'xdot', 'xasterisk', 'xasterisk']",1
130,"['please', 'help', 'home', 'entertainment', 'companies', 'with', 'survey', 'xhyphen', 'win', 'a', 'dvr', 'xclaim']",1
131,"['half', 'price', 'cigarettes', 'and', 'tobacco']",1
132,"['help', 'wanted', 'xdot', 'work', 'from', 'home', 'reps', 'xdot']",1
133,"['earn', 'xdollar', 'xcomma', 'xdigit', 'a', 'year', 'as', 'a', 'day', 'trader', 'xclaim']",1
134,"['unleash', 'your', 'pc', 'multimedia', 'power', 'at', 'xpercent', 'off', 'retail', 'xclaim']",1
135,"['are', 'you', 'in', 'the', 'mood', 'xghtmtggc']",1
136,"['xlsquareb', 'scoop', 'xrsquareb', 'xdot', 'xdot', 'xdot', 'xdot', 'it', 'is', 'not', 'my', 'fault', 'xdot', 'xdot', 'xhyphen', 'vwiid']",1
137,"['incredible', 'pictures', 'xclaim', 'xclaim', 'xclaim', 'xclaim', 'xclaim', 'xclaim', 'xclaim', 'xclaim']",1
138,"['ou', 'wei', 'lighting', 'xcomma', 'nights', 'will', 'be', 'lightening', 'xclaim']",1
139,"['xlsquareb', 'ilug', 'xrsquareb', 'xexotic']",1
140,"['behind', 'every', 'elite', 'producer', 'xdot', 'xdot', 'xdot']",1
141,"['found', 'a', 'secret', 'link', 'adv']",1
142,"['we', 'dare', 'you', 'to', 'find', 'a', 'better', 'annuity']",1
143,"['did', 'i', 'give', 'you', 'the', 'money', 'yet', 'xquestionm', 'dlra']",1
144,"['adv', 'xcomma', 'mortgage', 'quotes', 'fast', 'online', 'xcomma', 'no', 'cost']",1
145,"['approved', 'online', 'xcomma', 'internet', 'xcomma', 'buy', 'viagra', 'sjhfl']",1
146,"['teen', 'lesbian', 'website']",1
147,"['the', 'best', 'critical', 'illness', 'policy', 'on', 'the', 'market']",1
148,"['guaranteed', 'to', 'lose', 'xdigit', 'xhyphen', 'xdigit', 'lbs', 'in', 'xdigit', 'days', 'with', 'slim', 'patch', 'xdigit', 'xdot', 'xdigit']",1
149,"['xequal', 'xquestionm', 'xexotic', 'xquestionm', 'b', 'xquestionm', 'xexotic', 'xplus', 'xexotic', 'xplus', 'xquestionm', 'xequal']",1
150,['private'],1
151,"['shape', 'up', 'for', 'summer', 'now']",1
152,"['xlsquareb', 'ilug', 'xrsquareb', 'stop', 'the', 'mlm', 'insanity']",1
153,"['work', 'at', 'home', 'xhyphen', 'xdollar', 'a', 'month']",1
154,"['you', 'have', 'been', 'hand', 'selected', 'xdot', 'xdot', 'xdot', 'free', 'info', 'xclaim']",1
155,"['get', 'on', 'the', 'bus', 'xdot', 'xdot', 'gbvzzzz']",1
156,"['university', 'diplomas']",1
157,"['free', 'shipping', 'on', 'all', 'orders', 'at', 'blair', 'xdot', 'com']",1
158,"['life', 'insurance', 'xhyphen', 'why', 'pay', 'more', 'xquestionm']",1
159,"['xdigit', 'free', 'movie', 'tickets', 'for', 'doing', 'a', 'xdigit', 'minute', 'survey', 'xclaim', 'any', 'movie', 'xcomma', 'any', 'theater', 'xclaim']",1
160,"['your', 'shipment', 'status']",1
161,"['start', 'your', 'private', 'photo', 'album', 'online', 'xclaim', 'xdigit', 'xdot', 'xdigit']",1
162,"['make', 'a', 'fortune', 'on', 'ebay', 'xdigit']",1
163,"['re', 'xcomma', 'super', 'charge', 'your', 'desktop', 'or', 'laptop', 'today', 'xclaim', 'xdigit']",1
164,"['the', 'government', 'grants', 'you', 'xdollar', 'xcomma', 'xdigit', 'xclaim']",1
165,"['free', 'big', 'cock', 'in', 'pussy']",1
166,"['http', 'xcomma', 'xslash', 'xslash', 'www', 'xdot', 'efi', 'xdot', 'ie', 'xslash']",1
167,"['i', 'just', 'put', 'my', 'webcam', 'on', 'xexotic', 'hunnie', 'xequal', 'xrbracket']",1
168,"['take', 'advantage', 'of', 'this', 'offer', 'xdigit']",1
169,"['new', 'technology', 'xhyphen', 'digital', 'video', 'recorder', 'xlbracket', 'smart', 'ip', 'technology', 'xrbracket']",1
170,"['immediate', 'reply', 'needed']",1
171,"['xequal', 'xquestionm', 'iso', 'xhyphen', 'xdigit', 'xhyphen', 'jp', 'xquestionm', 'b', 'xquestionm', 'gyrctcq', 'xplus', 'xexotic', 'xquestionm', 'xequal']",1
172,"['best', 'long', 'distance', 'on', 'the', 'net', 'xhyphen', 'xdigit', 'xdot', 'xdigit', 'cents', 'with', 'no', 'monthly', 'fees']",1
173,"['work', 'from', 'home', 'xdot', 'we', 'are', 'hiring']",1
174,"['first', 'time', 'generic', 'v', 'xasterisk', 'agra', 'under', 'xdollar', 'per', 'xexotic']",1
175,"['xdollar', 'xdot', 'xdigit', 'per', 'year', 'for', 'xdot', 'com', 'xcomma', 'xdot', 'biz', 'xcomma', 'and', 'xdot', 'info', 'extensions']",1
176,"['congratualtions', 'xexotic', 'xclaim', 'xclaim', 'xclaim']",1
