,subject,spam
329,"['free', 'trial', 'xhyphen', 'last', 'stock', 'pick', 'up', 'xpercent', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'cqhcp']",1
330,"['customized', 'warez', 'cds']",1
331,"['adv', 'xcomma', 'interest', 'rates', 'slashed', 'xclaim', 'don', 'not', 'wait', 'xclaim', 'xoxun']",1
332,"['your', 'anticipated', 'assistant', 'is', 'required', 'xdot']",1
333,"['xdigit', 'minute', 'free', 'porn', 'movie']",1
334,"['xdot', 'xdot', 'kennst', 'mich', 'noch', 'xquestionm', 'nehrb']",1
335,"['fortune', 'xdigit', 'company', 'hiring', 'xcomma', 'at', 'home', 'reps', 'xdot']",1
336,"['order', 'your', 'viagra', 'and', 'weight', 'xhyphen', 'loss', 'here', 'xexotic', 'xhyphen', 'xhyphen', 'xdigit']",1
337,"['i', 'need', 'an', 'urgent', 'capable', 'assistance', 'xdot', 'tel', 'xcomma', 'xplus', 'xdigit', 'xdigit']",1
338,"['fw', 'xcomma', 'protect', 'your', 'computer', 'xcomma', 'you', 'need', 'systemworks', 'xclaim', 'dgywaog']",1
339,"['re', 'xcomma', 'what', 'a', 'night', 'xclaim']",1
340,"['earn', 'xdigit', 'xdot', 'xdollar', 'in', 'one', 'year', 'working', 'at', 'home']",1
341,"['mortgage', 'rates', 'are', 'down', 'xdot', 'ptjti']",1
342,"['impaired', 'risk', 'case', 'of', 'the', 'month']",1
343,"['xequal', 'xquestionm', 'xexotic', 'xquestionm', 'q', 'xquestionm', 'xequal', 'xexotic', 'xequal', 'xexotic', 'xequal', 'ac', 'xequal', 'dd', 'xequal', 'xexotic', 'xpipe', 'xequal', 'ab', 'xequal', 'xexotic', 'xequal', 'ae', 'xequal', 'ac', 'xquestionm', 'xequal']",1
344,"['best', 'news', 'yet']",1
345,"['wanna', 'see', 'me', 'get', 'fisted', 'xquestionm']",1
346,"['have', 'you', 'planned', 'for', 'your', 'family', 'future', 'xquestionm', 'zbm']",1
347,['investment'],1
348,"['webdesignhq', 'newsletter']",1
349,"['xlsquareb', 'satalk', 'xrsquareb', 'xasterisk', 'xasterisk', 'urgent', 'assistance', 'xasterisk', 'xasterisk']",1
350,"['xexotic', 'xcomma', 'mis', 'xhyphen', 'information', 'and', 'fraud']",1
351,"['enenkio', 'truth', 'xlbracket', 'answers', 'xrbracket']",1
352,"['death', 'of', 'the', 'monarch', 'of', 'the', 'kingdom', 'of', 'enenkio']",1
353,"['issuance', 'of', 'gold', 'stamps']",1
354,"['advance', 'your', 'career', 'and', 'find', 'a', 'great', 'job', 'xclaim']",1
355,"['take', 'advantage', 'of', 'viral', 'marketing']",1
356,"['xlsquareb', 'xrsquareb', 'ߴ', 'best', 'xdigit', 'xampersand', 'ڰ', 'ǳ']",1
357,"['go', 'get', 'em', 'gadgets', 'of', 'xdigit', 'xexotic', 'xhyphen', 'xhyphen', 'xdigit']",1
358,"['xlsquareb', 'ilug', 'xhyphen', 'social', 'xrsquareb', 'need', 'a', 'credit', 'card', 'xquestionm']",1
359,"['save', 'xdollar', 'even', 'if', 'you', 'have', 'xexotic', 'xdigit']",1
360,"['private', 'label', 'reseller', 'hosting', 'xhyphen', 'expires', 'xdigit', 'xslash', 'xdigit', 'xslash', 'xdigit']",1
361,"['half', 'price', 'cigarettes', 'and', 'tobacco']",1
362,"['xasterisk', 'do', 'your', 'butt', 'xcomma', 'hips', 'and', 'thighs', 'embarrass', 'you', 'xquestionm', 'xasterisk']",1
363,"['xlsquareb', 'ilug', 'xhyphen', 'social', 'xrsquareb', 're', 'xcomma', 'how', 'to', 'register', 'one', 'of', 'the', 'new', 'domain', 'extensions']",1
364,"['xexotic', 'ready', 'to', 'bare', 'for', 'you', 'xclaim']",1
365,"['discount', 'smokes']",1
366,"['incredible', 'pictures', 'xclaim', 'xclaim', 'xclaim', 'xclaim', 'xclaim', 'xclaim', 'xclaim', 'xclaim']",1
367,"['xlsquareb', 'ilug', 'xhyphen', 'social', 'xrsquareb', 'my', 'webcam', 'is', 'on', 'babe', 'xclaim']",1
368,"['xlsquareb', 'ilug', 'xrsquareb', 'garden', 'ornaments', 'xpipe', 'mvcmv']",1
369,"['attn', 'xcomma', 'targeted', 'email', 'addresses']",1
370,"['better', 'sex', 'for', 'xdollar', 'xdot', 'xdigit', 'until', 'xdigit', 'xslash', 'xdigit', 'xslash', 'xdigit', 'xclaim', 'xclaim', 'xclaim', 'xclaim']",1
371,"['fwd', 'xcomma', 'norton', 'systemworks', 'clearance', 'sale', 'xunderscore', 'only', 'xdollar', 'xdot', 'xdigit', 'xexotic', 'xhyphen', 'xexotic', 'xhyphen', 'xdigit']",1
372,"['xdollar', 'a', 'hour', 'for', 'watching', 'e', 'xhyphen', 'mmercials', 'xclaim', 'no', 'joke', 'xclaim']",1
373,"['xlsquareb', 'ilug', 'xhyphen', 'social', 'xrsquareb', 'low', 'price', 'tobacco']",1
374,"['funds', 'investment']",1
375,"['fw', 'xcomma', 'focus', 'on', 'value']",1
376,"['fwd', 'xcomma', 'systemworks', 'clearance', 'sale', 'xunderscore', 'only', 'xdollar', 'xdot', 'xdigit']",1
377,"['fw', 'xcomma', 'washington', 'wire']",1
378,"['competitive', 'mortgage', 'rates']",1
379,"['tired', 'of', 'paying', 'big', 'bucks', 'for', 'cable']",1
380,"['adv', 'xcomma', 'extended', 'auto', 'warranties', 'here', 'vfafu']",1
381,"['you', 'can', 'watch', 'me']",1
382,"['need', 'to', 'find', 'something', 'xquestionm']",1
383,"['still', 'looking', 'for', 'a', 'house', 'xquestionm']",1
384,"['don', 'not', 'proscrastinate', 'xdot', 'xdot', 'xdot', 'it', 'only', 'xdollar', 'xdot', 'xdigit', 'per', 'year']",1
385,"['wir', 'suchen', 'erotikdarsteller', 'xclaim']",1
386,"['is', 'your', 'family', 'protected', 'xquestionm']",1
387,"['shop', 'your', 'loan', 'to', 'lenders', 'for', 'the', 'best', 'rate', 'otq']",1
388,"['re', 'xcomma', 'your', 'bank', 'account']",1
389,"['xequal', 'xquestionm', 'xexotic', 'xquestionm', 'q', 'xquestionm', 're', 'xcomma', 'xequal', 'xexotic', 'xequal', 'adn', 'xequal', 'adp', 'xequal', 'xexotic', 'xcomma', 'xequal', 'xexotic', 'xequal', 'xexotic', 'xequal', 'xexotic', 'xequal', 'adn', 'xequal', 'xexotic', 'xequal', 'xexotic', 'xequal', 'xexotic', 'xequal', 'xexotic', 'xlsquareb', 'xquestionm', 'xequal']",1
390,"['look', 'what', 'sandy', 'is', 'doing', 'in', 'her', 'dorm', 'xclaim', 'xclaim']",1
391,"['adv', 'xcomma', 'internet', 'marketing', 'xampersand', 'xexotic', 'earn', 'xdollar', 'xslash', 'year', 'xdot', 'xdot', 'xdot', 'uleio']",1
392,"['you', 'can', 'gain', 'from', 'lowest', 'interest', 'rates', 'in', 'xdigit', 'years']",1
393,"['sexabenteuer', 'gefllig', 'xquestionm']",1
394,"['incredible', 'pictures', 'xclaim', 'xclaim', 'xclaim', 'xclaim', 'xclaim', 'xclaim', 'xclaim', 'xclaim']",1
395,"['adv', 'xcomma', 'mortgage', 'quotes', 'fast', 'online', 'xcomma', 'no', 'cost']",1
396,"['printer', 'cartridges', 'as', 'low', 'as', 'xdollar', 'xdot', 'xdigit', 'each', 'xclaim']",1
397,"['play', 'a', 'hilarious', 'phone', 'prank']",1
398,"['special', 'affiliate', 'offers', 'from', 'amazon', 'xdot', 'com', 'xclaim']",1
399,"['xlsquareb', 'ilug', 'xrsquareb', 'assistance']",1
400,"['ebay', 'xcomma', 'be', 'debt', 'free', 'by', 'xdigit', 'xclaim', 'xdigit']",1
401,"['attn', 'xcomma', 'norton', 'systemworks', 'xdigit', 'blowout', 'xclaim', 'qhzhc']",1
402,"['how', 'many', 'xquote', 'inches', 'xquote', 'do', 'you', 'need', 'to', 'satisfy', 'a', 'woman', 'in', 'bed', 'xquestionm']",1
403,"['yeni', 'srmde']",1
404,"['membership', 'renewal']",1
405,"['hi', 'xcomma', 'low', 'price', 'inkjet', 'cartridges', 'bvax']",1
406,"['future', 'business', 'ѻس', 'xclaim']",1
407,"['fwd', 'xcomma', 'direct', 'marketing', 'is', 'working', 'xdigit']",1
408,"['plans', 'for', 'cable']",1
409,"['order', 'your', 'viagra', 'and', 'weight', 'xhyphen', 'loss', 'here', 'xexotic', 'xhyphen', 'xhyphen', 'xdigit']",1
410,"['have', 'you', 'dreamed', 'of', 'your', 'own', 'home', 'based', 'business', 'xquestionm', 'eiexvv']",1
411,"['xlsquareb', 'ilug', 'xrsquareb', 'please', 'kindly', 'get', 'back', 'to', 'me']",1
412,"['huge', 'natural', 'tits']",1
413,"['zzzz', 'xcomma', 'is', 'your', 'web', 'site', 'making', 'money', 'xclaim', 'xdigit', 'xcomma', 'xdigit', 'xcomma', 'xdigit', 'pm', 'xdigit', 'xslash', 'xdigit', 'xslash', 'xdigit']",1
414,"['free', 'cell', 'phone', 'xplus', 'xdollar', 'cash', 'back', 'xclaim']",1
415,"['adv', 'xcomma', 'harvest', 'lots', 'of', 'e', 'xhyphen', 'mail', 'addresses', 'quickly', 'xclaim']",1
416,"['re', 'xcomma', 'xlsquareb', 'xdigit', 'xrsquareb', 'save', 'over', 'xdollar', 'on', 'this', 'exquisite', 'software', 'suite', 'xdot', 'fts']",1
417,"['a', 'cry', 'for', 'help']",1
418,"['guaranteed', 'to', 'lose', 'xdigit', 'xhyphen', 'xdigit', 'lbs', 'in', 'xdigit', 'days', 'xdigit', 'xdot', 'xdigit']",1
419,"['career', 'opportunity', 'xdot', 'work', 'from', 'home']",1
420,"['tell', 'me', 'where', 'to', 'send', 'your', 'health', 'card']",1
421,"['the', 'best', 'just', 'got', 'better']",1
422,"['xexotic', 'phone', 'belt', 'clips', 'xdollar', 'xdot', 'xexotic', 'xdigit']",1
423,"['xasterisk', 'xasterisk', 'you', 'are', 'xhyphen', 'approved', 'xhyphen', 'xclaim']",1
424,"['xequal', 'xquestionm', 'xexotic', 'xquestionm', 'b', 'xquestionm', 'xexotic', 'xplus', 'xexotic', 'xslash', 'xexotic', 'xquestionm', 'xequal']",1
425,"['re', 'xcomma', 'hi']",1
426,"['congratulations', 'on', 'your', 'xdigit', 'new', 'signups']",1
427,"['re', 'xcomma', 'protect', 'your', 'computer', 'against', 'harmful', 'viruses', 'xclaim', 'xdigit']",1
428,"['what', 'warren', 'buffett', 'won', 'not', 'tell', 'ya', 'xdot', 'xdot', 'xdot']",1
429,"['internet', 'news', 'feeds', 'for', 'executives', 'dfvht']",1
430,"['xlsquareb', 'ilug', 'xrsquareb', 'bank', 'error', 'in', 'your', 'favor']",1
431,"['custom', 'warez', 'cds']",1
432,"['teach', 'and', 'grow', 'rich']",1
433,['faeries'],1
434,"['re', 'xcomma', 'this', 'weekend']",1
435,"['free', 'xexotic', 'baby', 'makers', 'xcomma', 'loser', 'choosers', 'xcomma', 'xampersand', 'welfare', 'abusers', 'xdot', 'xdot', 'xdot', 'images', 'of', 'my', 'america', 'xclaim']",1
436,"['xdollar', 'xcomma', 'xdigit', 'xdot', 'xdot', 'xdot', 'as', 'low', 'as', 'xdollar', 'xdot', 'xdigit', 'per', 'month', 'xdot', 'edahx']",1
437,"['fortune', 'xdigit', 'company', 'hiring', 'xcomma', 'at', 'home', 'reps', 'xdot']",1
438,"['cyberage', 'dating', 'xhyphen', 'invitation', 'from', 'jenny']",1
439,"['adv', 'xcomma', 'lowest', 'life', 'insurance', 'rates', 'available', 'xclaim', 'pzcby']",1
440,"['re', 'xcomma', 'you', 'want', 'sex', 'xquestionm', 'xexotic', 'xhyphen', 'xexotic', 'xhyphen', 'xdigit', 'xhyphen', 'xdigit']",1
441,"['re', 'xcomma', 'systemworks', 'clearance', 'sale', 'xunderscore', 'only', 'xdollar', 'xdot', 'xdigit', 'xexotic', 'xhyphen', 'xdigit']",1
442,"['lenders', 'will', 'compete', 'for', 'your', 'mortgage', 'ivx']",1
443,"['seeking', 'your', 'partnership']",1
444,"['xlsquareb', 'ilug', 'xrsquareb', 'assistance', 'needed']",1
445,"['hgh', 'xcomma', 'safe', 'and', 'effective', 'release', 'of', 'your', 'own', 'growth', 'hormone', 'xclaim', 'xdigit']",1
446,"['membership', 'status', 'notification']",1
447,"['business', 'proposal', 'xdot']",1
448,"['toners', 'and', 'inkjet', 'cartridges', 'for', 'less', 'xdot', 'xdot', 'xdot', 'xdot', 'bsjmcoik']",1
449,"['adv', 'xcomma', 'are', 'you', 'protected', 'xquestionm', 'free', 'life', 'insurance', 'quote', 'oefik']",1
450,"['msnbc', 'xcomma', 'rates', 'hit', 'xdigit', 'year', 'low', 'xdigit', 'xdot', 'xpercent', 'xdot', 'xdot', 'xdot', 'xdigit']",1
451,"['never', 'pay', 'for', 'the', 'goodz', 'again', 'xlbracket', 'xexotic', 'xrbracket']",1
452,"['we', 'buy', 'renewal', 'commissions']",1
453,"['the', 'flight', 'to', 'safety', 'is', 'upon', 'us']",1
454,"['xlsquareb', 'ilug', 'xrsquareb', 'create', 'a', 'paycheck', 'with', 'your', 'computer', 'and', 'enjoy', 'cheap', 'isp', 'xampersand', 'shopping', 'discount', 'xdot']",1
455,"['friendsearch', 'and', 'zzzzason', 'xdot', 'org', 'partnership']",1
456,"['mothers', 'you', 'want', 'to', 'fuck']",1
457,"['got', 'plans', 'tonight', 'xquestionm']",1
458,"['fwd', 'xcomma', 'norton', 'makes', 'the', 'best', 'software', 'available', 'xcomma', 'now', 'only', 'xdollar', 'xdot', 'xdigit', 'xclaim', 'xdigit']",1
459,"['life', 'insurance', 'quotes', 'without', 'the', 'hassle', 'xdot', 'xdot', 'xdot', 'jhiwns']",1
460,"['attn', 'xcomma', 'norton', 'systemworks', 'xdigit', 'clearance', 'sale', 'xclaim', 'vojtgt']",1
461,"['memory', 'loss', 'xquestionm']",1
462,"['iraq', 'today', 'daily', 'news', 'xhyphen', 'free', 'trial']",1
463,"['english', 'well', 'for', 'you', 'xquestionm']",1
464,"['zzzz', 'xcomma', 'hello']",1
465,"['adv', 'xcomma', 'lowest', 'rates', 'available', 'on', 'term', 'life', 'xhyphen', 'free', 'quote', 'ihsxq']",1
466,"['get', 'the', 'child', 'support', 'you', 'deserve', 'xdigit', 'xdot', 'xdigit']",1
467,"['more', 'cash', 'for', 'the', 'business', 'you', 'already', 'write', 'xhyphen', 'immediately']",1
468,"['lease', 'deal']",1
469,"['zzzz', 'xcomma', 'increase', 'your', 'breast', 'size', 'xdot', 'xpercent', 'safe', 'xclaim']",1
470,"['best', 'product', 'for', 'xdigit']",1
471,"['fw', 'xcomma', 'norton', 'systemworks', 'xdigit', 'clearance', 'sale', 'xclaim', 'xdigit']",1
472,"['xlsquareb', 'ilug', 'xrsquareb', 'xlbracket', 'no', 'subject', 'xrbracket']",1
473,"['xequal', 'xquestionm', 'iso', 'xhyphen', 'xdigit', 'xhyphen', 'jp', 'xquestionm', 'b', 'xquestionm', 'xexotic', 'xquestionm', 'xequal']",1
474,"['xdollar', 'xcomma', 'xdigit', 'for', 'only', 'xdollar', 'xdot', 'xdigit', 'per', 'month', 'xdot', 'qkdjtqsscr']",1
475,"['new', 'stock', 'pick', 'xcomma', 'bban', 'xhyphen', 'last', 'pick', 'up', 'xpercent', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'xdot', 'gsg']",1
476,"['sometimes', 'less', 'is', 'more', 'xdot', 'xdot', 'xdot']",1
477,"['low', 'cost', 'easy', 'to', 'use', 'conferencing']",1
478,"['conference', 'calls', 'xslash', 'best', 'quality', 'xslash', 'xdollar', 'xdot', 'xdigit', 'per', 'minute', 'xclaim']",1
479,"['xlsquareb', 'ilug', 'xrsquareb', 'michael', 'xclaim', 'ilug']",1
480,"['xlsquareb', 'xrsquareb', 'ߴ', 'best', 'xdigit', 'xampersand', 'ڰ', 'ǳ']",1
481,"['look', 'what', 'sandy', 'is', 'doing', 'in', 'her', 'dorm', 'xclaim', 'xclaim']",1
482,"['protect', 'your', 'information', 'and', 'your', 'computer']",1
483,"['xequal', 'xquestionm', 'iso', 'xhyphen', 'xdigit', 'xhyphen', 'jp', 'xquestionm', 'b', 'xquestionm', 'gyrctcq', 'xplus', 'xexotic', 'xquestionm', 'xequal']",1
484,"['i', 'was', 'so', 'scared', 'xdot', 'xdot', 'xdot', 'my', 'very', 'first', 'dp']",1
485,"['low', 'cost', 'quality', 'conference', 'calls']",1
486,"['re', 'xcomma', 'xlsquareb', 'xdigit', 'xrsquareb', 'save', 'over', 'xdollar', 'on', 'this', 'exquisite', 'software', 'suite', 'xdot', 'xdigit']",1
487,"['xlsquareb', 'wm', 'xrsquareb', 'greencard', 'xdigit', 'ekiliini', 'karmayn']",1
488,"['how', 'would', 'you', 'like', 'to', 'create', 'your', 'own', 'dvd', 'library', 'xquestionm', 'xexotic', 'xhyphen', 'xdigit']",1
489,"['xdollar', 'xdot', 'xdigit', 'per', 'year', 'domain', 'names']",1
490,"['online', 'catalog', 'of', 'articles', 'xcomma', 'adult', 'toys', 'xexotic', 'xhyphen', 'xexotic', 'xhyphen', 'xdigit']",1
491,"['zzzz', 'xcomma', 'do', 'we', 'have', 'your', 'money', 'xquestionm']",1
492,"['re', 'xcomma', 'your', 'vip', 'pass']",1
493,"['pru', 'life', 'ul', 'portfolio', 'rocks']",1
494,"['guaranteed', 'best', 'mortgage', 'rate']",1
495,"['xlsquareb', 'ilug', 'xrsquareb', 'do', 'not', 'drop', 'your', 'life', 'insurance']",1
496,"['you', 'don', 'not', 'satisfy', 'me', 'fgtpril']",1
497,"['re', 'xcomma', 'your', 'bank', 'account']",1
498,"['xlsquareb', 'scoop', 'xrsquareb', 'haberdar', 'olun']",1
499,"['have', 'tax', 'problems', 'xquestionm']",1
500,"['xhyphen', 'custom', 'websites', 'for', 'xdollar', 'complete', 'xclaim', 'xlbracket', 'xexotic', 'xrbracket']",1
501,"['see', 'your', 'company', 'sales', 'sky', 'rocket', 'xdot', 'xdigit']",1
502,"['adv', 'xcomma', 'lowest', 'life', 'insurance', 'rates', 'available', 'xclaim', 'moode']",1
